dates,region,driving,walking,transit,date
2020-05-08,Baden-Wuerttemberg,82.04,,,2020-05-08
2020-05-09,Baden-Wuerttemberg,75.53,,,2020-05-09
2020-05-10,Baden-Wuerttemberg,77.83,,,2020-05-10
2020-05-11,Baden-Wuerttemberg,,,,2020-05-11
2020-05-12,Baden-Wuerttemberg,,,,2020-05-12
2020-05-13,Baden-Wuerttemberg,79.57,,,2020-05-13
2020-05-14,Baden-Wuerttemberg,80.28,,,2020-05-14
2020-01-13,Bavaria,100.0,,,2020-01-13
2020-01-14,Bavaria,101.97,,,2020-01-14
2020-01-15,Bavaria,102.79,,,2020-01-15
2020-01-16,Bavaria,103.93,,,2020-01-16
2020-01-17,Bavaria,119.95,,,2020-01-17
2020-01-18,Bavaria,118.58,,,2020-01-18
2020-01-19,Bavaria,111.92,,,2020-01-19
2020-01-20,Bavaria,100.86,,,2020-01-20
2020-01-21,Bavaria,101.62,,,2020-01-21
2020-01-22,Bavaria,102.37,,,2020-01-22
2020-01-23,Bavaria,103.73,,,2020-01-23
2020-01-24,Bavaria,121.84,,,2020-01-24
2020-01-25,Bavaria,122.95,,,2020-01-25
2020-01-26,Bavaria,111.73,,,2020-01-26
2020-01-27,Bavaria,105.08,,,2020-01-27
2020-01-28,Bavaria,111.69,,,2020-01-28
2020-01-29,Bavaria,104.65,,,2020-01-29
2020-01-30,Bavaria,107.99,,,2020-01-30
2020-01-31,Bavaria,128.13,,,2020-01-31
2020-02-01,Bavaria,132.73,,,2020-02-01
2020-02-02,Bavaria,114.76,,,2020-02-02
2020-02-03,Bavaria,109.02,,,2020-02-03
2020-02-04,Bavaria,107.2,,,2020-02-04
2020-02-05,Bavaria,108.52,,,2020-02-05
2020-02-06,Bavaria,107.53,,,2020-02-06
2020-02-07,Bavaria,139.2,,,2020-02-07
2020-02-08,Bavaria,163.25,,,2020-02-08
2020-02-09,Bavaria,130.33,,,2020-02-09
2020-02-10,Bavaria,106.28,,,2020-02-10
2020-02-11,Bavaria,111.02,,,2020-02-11
2020-02-12,Bavaria,111.58,,,2020-02-12
2020-02-13,Bavaria,118.38,,,2020-02-13
2020-02-14,Bavaria,158.46,,,2020-02-14
2020-02-15,Bavaria,169.8,,,2020-02-15
2020-02-16,Bavaria,126.88,,,2020-02-16
2020-02-17,Bavaria,112.92,,,2020-02-17
2020-02-18,Bavaria,110.54,,,2020-02-18
2020-02-19,Bavaria,111.28,,,2020-02-19
2020-02-20,Bavaria,112.6,,,2020-02-20
2020-02-21,Bavaria,157.01,,,2020-02-21
2020-02-22,Bavaria,159.08,,,2020-02-22
2020-02-23,Bavaria,109.61,,,2020-02-23
2020-02-24,Bavaria,104.81,,,2020-02-24
2020-02-25,Bavaria,104.54,,,2020-02-25
2020-02-26,Bavaria,106.43,,,2020-02-26
2020-02-27,Bavaria,115.71,,,2020-02-27
2020-02-28,Bavaria,128.41,,,2020-02-28
2020-02-29,Bavaria,132.84,,,2020-02-29
2020-03-01,Bavaria,117.14,,,2020-03-01
2020-03-02,Bavaria,103.17,,,2020-03-02
2020-03-03,Bavaria,102.75,,,2020-03-03
2020-03-04,Bavaria,103.58,,,2020-03-04
2020-03-05,Bavaria,106.26,,,2020-03-05
2020-03-06,Bavaria,121.07,,,2020-03-06
2020-03-07,Bavaria,121.91,,,2020-03-07
2020-03-08,Bavaria,117.87,,,2020-03-08
2020-03-09,Bavaria,98.64,,,2020-03-09
2020-03-10,Bavaria,99.47,,,2020-03-10
2020-03-11,Bavaria,97.35,,,2020-03-11
2020-03-12,Bavaria,90.7,,,2020-03-12
2020-03-13,Bavaria,91.88,,,2020-03-13
2020-03-14,Bavaria,79.7,,,2020-03-14
2020-03-15,Bavaria,77.62,,,2020-03-15
2020-03-16,Bavaria,67.12,,,2020-03-16
2020-03-17,Bavaria,61.34,,,2020-03-17
2020-03-18,Bavaria,59.14,,,2020-03-18
2020-03-19,Bavaria,54.98,,,2020-03-19
2020-03-20,Bavaria,52.09,,,2020-03-20
2020-03-21,Bavaria,25.24,,,2020-03-21
2020-03-22,Bavaria,31.03,,,2020-03-22
2020-03-23,Bavaria,39.09,,,2020-03-23
2020-03-24,Bavaria,39.45,,,2020-03-24
2020-03-25,Bavaria,40.09,,,2020-03-25
2020-03-26,Bavaria,41.53,,,2020-03-26
2020-03-27,Bavaria,42.03,,,2020-03-27
2020-03-28,Bavaria,38.08,,,2020-03-28
2020-03-29,Bavaria,38.19,,,2020-03-29
2020-03-30,Bavaria,43.72,,,2020-03-30
2020-03-31,Bavaria,45.62,,,2020-03-31
2020-04-01,Bavaria,46.41,,,2020-04-01
2020-04-02,Bavaria,47.46,,,2020-04-02
2020-04-03,Bavaria,44.27,,,2020-04-03
2020-04-04,Bavaria,39.24,,,2020-04-04
2020-04-05,Bavaria,46.79,,,2020-04-05
2020-04-06,Bavaria,51.71,,,2020-04-06
2020-04-07,Bavaria,52.55,,,2020-04-07
2020-04-08,Bavaria,53.98,,,2020-04-08
2020-04-09,Bavaria,51.26,,,2020-04-09
2020-04-10,Bavaria,44.37,,,2020-04-10
2020-04-11,Bavaria,43.8,,,2020-04-11
2020-04-12,Bavaria,40.45,,,2020-04-12
2020-04-13,Bavaria,47.88,,,2020-04-13
2020-04-14,Bavaria,53.92,,,2020-04-14
2020-04-15,Bavaria,55.44,,,2020-04-15
2020-04-16,Bavaria,57.69,,,2020-04-16
2020-04-17,Bavaria,56.69,,,2020-04-17
2020-04-18,Bavaria,49.87,,,2020-04-18
2020-04-19,Bavaria,56.88,,,2020-04-19
2020-04-20,Bavaria,60.06,,,2020-04-20
2020-04-21,Bavaria,60.99,,,2020-04-21
2020-04-22,Bavaria,63.31,,,2020-04-22
2020-04-23,Bavaria,63.55,,,2020-04-23
2020-04-24,Bavaria,61.06,,,2020-04-24
2020-04-25,Bavaria,57.45,,,2020-04-25
2020-04-26,Bavaria,65.27,,,2020-04-26
2020-04-27,Bavaria,65.02,,,2020-04-27
2020-04-28,Bavaria,63.8,,,2020-04-28
2020-04-29,Bavaria,65.3,,,2020-04-29
2020-04-30,Bavaria,64.23,,,2020-04-30
2020-05-01,Bavaria,57.13,,,2020-05-01
2020-05-02,Bavaria,59.63,,,2020-05-02
2020-05-03,Bavaria,69.79,,,2020-05-03
2020-05-04,Bavaria,70.21,,,2020-05-04
2020-05-05,Bavaria,71.59,,,2020-05-05
2020-05-06,Bavaria,75.97,,,2020-05-06
2020-05-07,Bavaria,78.54,,,2020-05-07
2020-05-08,Bavaria,82.08,,,2020-05-08
2020-05-09,Bavaria,73.28,,,2020-05-09
2020-05-10,Bavaria,76.05,,,2020-05-10
2020-05-11,Bavaria,,,,2020-05-11
2020-05-12,Bavaria,,,,2020-05-12
2020-05-13,Bavaria,81.58,,,2020-05-13
2020-05-14,Bavaria,83.28,,,2020-05-14
2020-01-13,Brandenburg,100.0,,,2020-01-13
2020-01-14,Brandenburg,99.48,,,2020-01-14
2020-01-15,Brandenburg,98.34,,,2020-01-15
2020-01-16,Brandenburg,103.82,,,2020-01-16
2020-01-17,Brandenburg,113.46,,,2020-01-17
2020-01-18,Brandenburg,105.06,,,2020-01-18
2020-01-19,Brandenburg,113.24,,,2020-01-19
2020-01-20,Brandenburg,102.79,,,2020-01-20
2020-01-21,Brandenburg,101.74,,,2020-01-21
2020-01-22,Brandenburg,98.66,,,2020-01-22
2020-01-23,Brandenburg,99.35,,,2020-01-23
2020-01-24,Brandenburg,106.63,,,2020-01-24
2020-01-25,Brandenburg,101.63,,,2020-01-25
2020-01-26,Brandenburg,105.98,,,2020-01-26
2020-01-27,Brandenburg,104.82,,,2020-01-27
2020-01-28,Brandenburg,103.58,,,2020-01-28
2020-01-29,Brandenburg,99.99,,,2020-01-29
2020-01-30,Brandenburg,104.41,,,2020-01-30
2020-01-31,Brandenburg,127.47,,,2020-01-31
2020-02-01,Brandenburg,106.45,,,2020-02-01
2020-02-02,Brandenburg,105.51,,,2020-02-02
2020-02-03,Brandenburg,100.08,,,2020-02-03
2020-02-04,Brandenburg,100.25,,,2020-02-04
2020-02-05,Brandenburg,98.28,,,2020-02-05
2020-02-06,Brandenburg,99.21,,,2020-02-06
2020-02-07,Brandenburg,113.89,,,2020-02-07
2020-02-08,Brandenburg,113.78,,,2020-02-08
2020-02-09,Brandenburg,109.3,,,2020-02-09
2020-02-10,Brandenburg,103.86,,,2020-02-10
2020-02-11,Brandenburg,103.46,,,2020-02-11
2020-02-12,Brandenburg,102.77,,,2020-02-12
2020-02-13,Brandenburg,106.58,,,2020-02-13
2020-02-14,Brandenburg,119.87,,,2020-02-14
2020-02-15,Brandenburg,116.45,,,2020-02-15
2020-02-16,Brandenburg,112.85,,,2020-02-16
2020-02-17,Brandenburg,109.12,,,2020-02-17
2020-02-18,Brandenburg,106.55,,,2020-02-18
2020-02-19,Brandenburg,105.13,,,2020-02-19
2020-02-20,Brandenburg,105.37,,,2020-02-20
2020-02-21,Brandenburg,113.96,,,2020-02-21
2020-02-22,Brandenburg,108.49,,,2020-02-22
2020-02-23,Brandenburg,110.0,,,2020-02-23
2020-02-24,Brandenburg,104.45,,,2020-02-24
2020-02-25,Brandenburg,106.66,,,2020-02-25
2020-02-26,Brandenburg,100.85,,,2020-02-26
2020-02-27,Brandenburg,102.97,,,2020-02-27
2020-02-28,Brandenburg,112.61,,,2020-02-28
2020-02-29,Brandenburg,106.68,,,2020-02-29
2020-03-01,Brandenburg,113.15,,,2020-03-01
2020-03-02,Brandenburg,101.47,,,2020-03-02
2020-03-03,Brandenburg,102.09,,,2020-03-03
2020-03-04,Brandenburg,99.33,,,2020-03-04
2020-03-05,Brandenburg,101.64,,,2020-03-05
2020-03-06,Brandenburg,111.8,,,2020-03-06
2020-03-07,Brandenburg,105.32,,,2020-03-07
2020-03-08,Brandenburg,109.6,,,2020-03-08
2020-03-09,Brandenburg,100.67,,,2020-03-09
2020-03-10,Brandenburg,100.05,,,2020-03-10
2020-03-11,Brandenburg,96.07,,,2020-03-11
2020-03-12,Brandenburg,92.04,,,2020-03-12
2020-03-13,Brandenburg,88.34,,,2020-03-13
2020-03-14,Brandenburg,86.33,,,2020-03-14
2020-03-15,Brandenburg,83.92,,,2020-03-15
2020-03-16,Brandenburg,77.16,,,2020-03-16
2020-03-17,Brandenburg,76.47,,,2020-03-17
2020-03-18,Brandenburg,76.22,,,2020-03-18
2020-03-19,Brandenburg,67.37,,,2020-03-19
2020-03-20,Brandenburg,54.25,,,2020-03-20
2020-03-21,Brandenburg,46.79,,,2020-03-21
2020-03-22,Brandenburg,51.98,,,2020-03-22
2020-03-23,Brandenburg,50.73,,,2020-03-23
2020-03-24,Brandenburg,51.7,,,2020-03-24
2020-03-25,Brandenburg,51.81,,,2020-03-25
2020-03-26,Brandenburg,55.24,,,2020-03-26
2020-03-27,Brandenburg,52.94,,,2020-03-27
2020-03-28,Brandenburg,52.71,,,2020-03-28
2020-03-29,Brandenburg,45.67,,,2020-03-29
2020-03-30,Brandenburg,53.28,,,2020-03-30
2020-03-31,Brandenburg,55.82,,,2020-03-31
2020-04-01,Brandenburg,56.61,,,2020-04-01
2020-04-02,Brandenburg,56.39,,,2020-04-02
2020-04-03,Brandenburg,52.97,,,2020-04-03
2020-04-04,Brandenburg,48.97,,,2020-04-04
2020-04-05,Brandenburg,63.12,,,2020-04-05
2020-04-06,Brandenburg,67.13,,,2020-04-06
2020-04-07,Brandenburg,68.33,,,2020-04-07
2020-04-08,Brandenburg,69.85,,,2020-04-08
2020-04-09,Brandenburg,61.32,,,2020-04-09
2020-04-10,Brandenburg,53.7,,,2020-04-10
2020-04-11,Brandenburg,53.5,,,2020-04-11
2020-04-12,Brandenburg,57.42,,,2020-04-12
2020-04-13,Brandenburg,60.52,,,2020-04-13
2020-04-14,Brandenburg,68.19,,,2020-04-14
2020-04-15,Brandenburg,69.22,,,2020-04-15
2020-04-16,Brandenburg,71.49,,,2020-04-16
2020-04-17,Brandenburg,67.25,,,2020-04-17
2020-04-18,Brandenburg,64.83,,,2020-04-18
2020-04-19,Brandenburg,74.61,,,2020-04-19
2020-04-20,Brandenburg,69.61,,,2020-04-20
2020-04-21,Brandenburg,73.55,,,2020-04-21
2020-04-22,Brandenburg,76.27,,,2020-04-22
2020-04-23,Brandenburg,78.5,,,2020-04-23
2020-04-24,Brandenburg,72.9,,,2020-04-24
2020-04-25,Brandenburg,68.3,,,2020-04-25
2020-04-26,Brandenburg,82.95,,,2020-04-26
2020-04-27,Brandenburg,80.18,,,2020-04-27
2020-04-28,Brandenburg,80.05,,,2020-04-28
2020-04-29,Brandenburg,77.42,,,2020-04-29
2020-04-30,Brandenburg,76.17,,,2020-04-30
2020-05-01,Brandenburg,72.63,,,2020-05-01
2020-05-02,Brandenburg,67.93,,,2020-05-02
2020-05-03,Brandenburg,86.17,,,2020-05-03
2020-05-04,Brandenburg,83.0,,,2020-05-04
2020-05-05,Brandenburg,83.53,,,2020-05-05
2020-05-06,Brandenburg,87.41,,,2020-05-06
2020-05-07,Brandenburg,88.3,,,2020-05-07
2020-05-08,Brandenburg,112.46,,,2020-05-08
2020-05-09,Brandenburg,93.48,,,2020-05-09
2020-05-10,Brandenburg,103.0,,,2020-05-10
2020-05-11,Brandenburg,,,,2020-05-11
2020-05-12,Brandenburg,,,,2020-05-12
2020-05-13,Brandenburg,91.56,,,2020-05-13
2020-05-14,Brandenburg,97.08,,,2020-05-14
2020-01-13,Hesse,100.0,,,2020-01-13
2020-01-14,Hesse,103.2,,,2020-01-14
2020-01-15,Hesse,105.43,,,2020-01-15
2020-01-16,Hesse,107.95,,,2020-01-16
2020-01-17,Hesse,112.44,,,2020-01-17
2020-01-18,Hesse,109.91,,,2020-01-18
2020-01-19,Hesse,102.49,,,2020-01-19
2020-01-20,Hesse,102.66,,,2020-01-20
2020-01-21,Hesse,108.39,,,2020-01-21
2020-01-22,Hesse,107.44,,,2020-01-22
2020-01-23,Hesse,106.95,,,2020-01-23
2020-01-24,Hesse,116.41,,,2020-01-24
2020-01-25,Hesse,110.63,,,2020-01-25
2020-01-26,Hesse,105.15,,,2020-01-26
2020-01-27,Hesse,107.24,,,2020-01-27
2020-01-28,Hesse,106.59,,,2020-01-28
2020-01-29,Hesse,108.09,,,2020-01-29
2020-01-30,Hesse,106.63,,,2020-01-30
2020-01-31,Hesse,118.76,,,2020-01-31
2020-02-01,Hesse,114.35,,,2020-02-01
2020-02-02,Hesse,108.18,,,2020-02-02
2020-02-03,Hesse,107.43,,,2020-02-03
2020-02-04,Hesse,110.86,,,2020-02-04
2020-02-05,Hesse,111.75,,,2020-02-05
2020-02-06,Hesse,106.1,,,2020-02-06
2020-02-07,Hesse,118.79,,,2020-02-07
2020-02-08,Hesse,115.5,,,2020-02-08
2020-02-09,Hesse,108.89,,,2020-02-09
2020-02-10,Hesse,113.78,,,2020-02-10
2020-02-11,Hesse,112.93,,,2020-02-11
2020-02-12,Hesse,112.52,,,2020-02-12
2020-02-13,Hesse,112.51,,,2020-02-13
2020-02-14,Hesse,126.16,,,2020-02-14
2020-02-15,Hesse,118.99,,,2020-02-15
2020-02-16,Hesse,105.97,,,2020-02-16
2020-02-17,Hesse,107.45,,,2020-02-17
2020-02-18,Hesse,108.57,,,2020-02-18
2020-02-19,Hesse,111.01,,,2020-02-19
2020-02-20,Hesse,111.92,,,2020-02-20
2020-02-21,Hesse,120.06,,,2020-02-21
2020-02-22,Hesse,110.36,,,2020-02-22
2020-02-23,Hesse,98.21,,,2020-02-23
2020-02-24,Hesse,104.23,,,2020-02-24
2020-02-25,Hesse,103.33,,,2020-02-25
2020-02-26,Hesse,104.74,,,2020-02-26
2020-02-27,Hesse,124.22,,,2020-02-27
2020-02-28,Hesse,115.89,,,2020-02-28
2020-02-29,Hesse,113.48,,,2020-02-29
2020-03-01,Hesse,106.25,,,2020-03-01
2020-03-02,Hesse,105.0,,,2020-03-02
2020-03-03,Hesse,102.65,,,2020-03-03
2020-03-04,Hesse,104.07,,,2020-03-04
2020-03-05,Hesse,106.55,,,2020-03-05
2020-03-06,Hesse,112.45,,,2020-03-06
2020-03-07,Hesse,111.72,,,2020-03-07
2020-03-08,Hesse,101.47,,,2020-03-08
2020-03-09,Hesse,100.55,,,2020-03-09
2020-03-10,Hesse,103.03,,,2020-03-10
2020-03-11,Hesse,105.31,,,2020-03-11
2020-03-12,Hesse,91.03,,,2020-03-12
2020-03-13,Hesse,88.41,,,2020-03-13
2020-03-14,Hesse,78.75,,,2020-03-14
2020-03-15,Hesse,72.27,,,2020-03-15
2020-03-16,Hesse,70.01,,,2020-03-16
2020-03-17,Hesse,63.17,,,2020-03-17
2020-03-18,Hesse,58.59,,,2020-03-18
2020-03-19,Hesse,54.46,,,2020-03-19
2020-03-20,Hesse,52.05,,,2020-03-20
2020-03-21,Hesse,39.13,,,2020-03-21
2020-03-22,Hesse,40.73,,,2020-03-22
2020-03-23,Hesse,45.32,,,2020-03-23
2020-03-24,Hesse,45.43,,,2020-03-24
2020-03-25,Hesse,46.69,,,2020-03-25
2020-03-26,Hesse,48.29,,,2020-03-26
2020-03-27,Hesse,51.19,,,2020-03-27
2020-03-28,Hesse,48.56,,,2020-03-28
2020-03-29,Hesse,44.29,,,2020-03-29
2020-03-30,Hesse,51.29,,,2020-03-30
2020-03-31,Hesse,53.05,,,2020-03-31
2020-04-01,Hesse,53.92,,,2020-04-01
2020-04-02,Hesse,54.09,,,2020-04-02
2020-04-03,Hesse,52.67,,,2020-04-03
2020-04-04,Hesse,50.06,,,2020-04-04
2020-04-05,Hesse,55.1,,,2020-04-05
2020-04-06,Hesse,58.81,,,2020-04-06
2020-04-07,Hesse,60.69,,,2020-04-07
2020-04-08,Hesse,62.85,,,2020-04-08
2020-04-09,Hesse,60.93,,,2020-04-09
2020-04-10,Hesse,53.37,,,2020-04-10
2020-04-11,Hesse,53.24,,,2020-04-11
2020-04-12,Hesse,46.32,,,2020-04-12
2020-04-13,Hesse,52.75,,,2020-04-13
2020-04-14,Hesse,61.5,,,2020-04-14
2020-04-15,Hesse,63.37,,,2020-04-15
2020-04-16,Hesse,66.18,,,2020-04-16
2020-04-17,Hesse,66.47,,,2020-04-17
2020-04-18,Hesse,59.29,,,2020-04-18
2020-04-19,Hesse,62.81,,,2020-04-19
2020-04-20,Hesse,66.81,,,2020-04-20
2020-04-21,Hesse,67.85,,,2020-04-21
2020-04-22,Hesse,69.14,,,2020-04-22
2020-04-23,Hesse,68.83,,,2020-04-23
2020-04-24,Hesse,68.18,,,2020-04-24
2020-04-25,Hesse,64.4,,,2020-04-25
2020-04-26,Hesse,67.85,,,2020-04-26
2020-04-27,Hesse,67.61,,,2020-04-27
2020-04-28,Hesse,66.96,,,2020-04-28
2020-04-29,Hesse,69.44,,,2020-04-29
2020-04-30,Hesse,68.0,,,2020-04-30
2020-05-01,Hesse,61.39,,,2020-05-01
2020-05-02,Hesse,67.16,,,2020-05-02
2020-05-03,Hesse,72.8,,,2020-05-03
2020-05-04,Hesse,74.18,,,2020-05-04
2020-05-05,Hesse,76.21,,,2020-05-05
2020-05-06,Hesse,78.27,,,2020-05-06
2020-05-07,Hesse,80.34,,,2020-05-07
2020-05-08,Hesse,83.56,,,2020-05-08
2020-05-09,Hesse,75.52,,,2020-05-09
2020-05-10,Hesse,75.51,,,2020-05-10
2020-05-11,Hesse,,,,2020-05-11
2020-05-12,Hesse,,,,2020-05-12
2020-05-13,Hesse,83.31,,,2020-05-13
2020-05-14,Hesse,84.3,,,2020-05-14
2020-01-13,Lower Saxony,100.0,,,2020-01-13
2020-01-14,Lower Saxony,100.37,,,2020-01-14
2020-01-15,Lower Saxony,101.27,,,2020-01-15
2020-01-16,Lower Saxony,105.67,,,2020-01-16
2020-01-17,Lower Saxony,115.66,,,2020-01-17
2020-01-18,Lower Saxony,106.84,,,2020-01-18
2020-01-19,Lower Saxony,106.46,,,2020-01-19
2020-01-20,Lower Saxony,100.2,,,2020-01-20
2020-01-21,Lower Saxony,103.44,,,2020-01-21
2020-01-22,Lower Saxony,102.02,,,2020-01-22
2020-01-23,Lower Saxony,100.97,,,2020-01-23
2020-01-24,Lower Saxony,110.58,,,2020-01-24
2020-01-25,Lower Saxony,105.68,,,2020-01-25
2020-01-26,Lower Saxony,104.35,,,2020-01-26
2020-01-27,Lower Saxony,101.87,,,2020-01-27
2020-01-28,Lower Saxony,103.38,,,2020-01-28
2020-01-29,Lower Saxony,103.14,,,2020-01-29
2020-01-30,Lower Saxony,104.4,,,2020-01-30
2020-01-31,Lower Saxony,122.98,,,2020-01-31
2020-02-01,Lower Saxony,111.72,,,2020-02-01
2020-02-02,Lower Saxony,109.68,,,2020-02-02
2020-02-03,Lower Saxony,110.06,,,2020-02-03
2020-02-04,Lower Saxony,115.89,,,2020-02-04
2020-02-05,Lower Saxony,108.98,,,2020-02-05
2020-02-06,Lower Saxony,105.12,,,2020-02-06
2020-02-07,Lower Saxony,120.05,,,2020-02-07
2020-02-08,Lower Saxony,114.05,,,2020-02-08
2020-02-09,Lower Saxony,110.01,,,2020-02-09
2020-02-10,Lower Saxony,107.46,,,2020-02-10
2020-02-11,Lower Saxony,107.33,,,2020-02-11
2020-02-12,Lower Saxony,108.14,,,2020-02-12
2020-02-13,Lower Saxony,110.04,,,2020-02-13
2020-02-14,Lower Saxony,127.59,,,2020-02-14
2020-02-15,Lower Saxony,131.01,,,2020-02-15
2020-02-16,Lower Saxony,114.91,,,2020-02-16
2020-02-17,Lower Saxony,106.76,,,2020-02-17
2020-02-18,Lower Saxony,110.7,,,2020-02-18
2020-02-19,Lower Saxony,121.76,,,2020-02-19
2020-02-20,Lower Saxony,111.74,,,2020-02-20
2020-02-21,Lower Saxony,121.79,,,2020-02-21
2020-02-22,Lower Saxony,115.94,,,2020-02-22
2020-02-23,Lower Saxony,107.81,,,2020-02-23
2020-02-24,Lower Saxony,110.0,,,2020-02-24
2020-02-25,Lower Saxony,110.38,,,2020-02-25
2020-02-26,Lower Saxony,108.66,,,2020-02-26
2020-02-27,Lower Saxony,107.3,,,2020-02-27
2020-02-28,Lower Saxony,121.24,,,2020-02-28
2020-02-29,Lower Saxony,116.24,,,2020-02-29
2020-03-01,Lower Saxony,110.28,,,2020-03-01
2020-03-02,Lower Saxony,105.87,,,2020-03-02
2020-03-03,Lower Saxony,106.32,,,2020-03-03
2020-03-04,Lower Saxony,106.55,,,2020-03-04
2020-03-05,Lower Saxony,106.02,,,2020-03-05
2020-03-06,Lower Saxony,124.91,,,2020-03-06
2020-03-07,Lower Saxony,116.31,,,2020-03-07
2020-03-08,Lower Saxony,112.41,,,2020-03-08
2020-03-09,Lower Saxony,103.32,,,2020-03-09
2020-03-10,Lower Saxony,108.08,,,2020-03-10
2020-03-11,Lower Saxony,101.18,,,2020-03-11
2020-03-12,Lower Saxony,92.48,,,2020-03-12
2020-03-13,Lower Saxony,94.2,,,2020-03-13
2020-03-14,Lower Saxony,82.9,,,2020-03-14
2020-03-15,Lower Saxony,77.16,,,2020-03-15
2020-03-16,Lower Saxony,73.9,,,2020-03-16
2020-03-17,Lower Saxony,67.96,,,2020-03-17
2020-03-18,Lower Saxony,63.21,,,2020-03-18
2020-03-19,Lower Saxony,58.75,,,2020-03-19
2020-03-20,Lower Saxony,55.68,,,2020-03-20
