dates,region,driving,walking,transit,date
2020-02-08,Rhineland-Palatinate,114.0,,,2020-02-08
2020-02-09,Rhineland-Palatinate,102.89,,,2020-02-09
2020-02-10,Rhineland-Palatinate,103.44,,,2020-02-10
2020-02-11,Rhineland-Palatinate,101.62,,,2020-02-11
2020-02-12,Rhineland-Palatinate,101.29,,,2020-02-12
2020-02-13,Rhineland-Palatinate,102.04,,,2020-02-13
2020-02-14,Rhineland-Palatinate,121.22,,,2020-02-14
2020-02-15,Rhineland-Palatinate,113.56,,,2020-02-15
2020-02-16,Rhineland-Palatinate,107.83,,,2020-02-16
2020-02-17,Rhineland-Palatinate,103.32,,,2020-02-17
2020-02-18,Rhineland-Palatinate,99.36,,,2020-02-18
2020-02-19,Rhineland-Palatinate,99.89,,,2020-02-19
2020-02-20,Rhineland-Palatinate,96.62,,,2020-02-20
2020-02-21,Rhineland-Palatinate,115.8,,,2020-02-21
2020-02-22,Rhineland-Palatinate,105.84,,,2020-02-22
2020-02-23,Rhineland-Palatinate,94.17,,,2020-02-23
2020-02-24,Rhineland-Palatinate,98.6,,,2020-02-24
2020-02-25,Rhineland-Palatinate,96.62,,,2020-02-25
2020-02-26,Rhineland-Palatinate,95.56,,,2020-02-26
2020-02-27,Rhineland-Palatinate,114.82,,,2020-02-27
2020-02-28,Rhineland-Palatinate,108.78,,,2020-02-28
2020-02-29,Rhineland-Palatinate,116.3,,,2020-02-29
2020-03-01,Rhineland-Palatinate,106.85,,,2020-03-01
2020-03-02,Rhineland-Palatinate,96.59,,,2020-03-02
2020-03-03,Rhineland-Palatinate,96.97,,,2020-03-03
2020-03-04,Rhineland-Palatinate,97.4,,,2020-03-04
2020-03-05,Rhineland-Palatinate,99.12,,,2020-03-05
2020-03-06,Rhineland-Palatinate,108.43,,,2020-03-06
2020-03-07,Rhineland-Palatinate,113.56,,,2020-03-07
2020-03-08,Rhineland-Palatinate,107.41,,,2020-03-08
2020-03-09,Rhineland-Palatinate,95.64,,,2020-03-09
2020-03-10,Rhineland-Palatinate,92.98,,,2020-03-10
2020-03-11,Rhineland-Palatinate,91.47,,,2020-03-11
2020-03-12,Rhineland-Palatinate,87.74,,,2020-03-12
2020-03-13,Rhineland-Palatinate,82.2,,,2020-03-13
2020-03-14,Rhineland-Palatinate,76.83,,,2020-03-14
2020-03-15,Rhineland-Palatinate,76.29,,,2020-03-15
2020-03-16,Rhineland-Palatinate,66.11,,,2020-03-16
2020-03-17,Rhineland-Palatinate,61.15,,,2020-03-17
2020-03-18,Rhineland-Palatinate,57.1,,,2020-03-18
2020-03-19,Rhineland-Palatinate,53.8,,,2020-03-19
2020-03-20,Rhineland-Palatinate,51.9,,,2020-03-20
2020-03-21,Rhineland-Palatinate,38.81,,,2020-03-21
2020-03-22,Rhineland-Palatinate,40.99,,,2020-03-22
2020-03-23,Rhineland-Palatinate,44.88,,,2020-03-23
2020-03-24,Rhineland-Palatinate,45.82,,,2020-03-24
2020-03-25,Rhineland-Palatinate,46.76,,,2020-03-25
2020-03-26,Rhineland-Palatinate,46.53,,,2020-03-26
2020-03-27,Rhineland-Palatinate,49.73,,,2020-03-27
2020-03-28,Rhineland-Palatinate,49.33,,,2020-03-28
2020-03-29,Rhineland-Palatinate,45.32,,,2020-03-29
2020-03-30,Rhineland-Palatinate,51.63,,,2020-03-30
2020-03-31,Rhineland-Palatinate,52.93,,,2020-03-31
2020-04-01,Rhineland-Palatinate,54.39,,,2020-04-01
2020-04-02,Rhineland-Palatinate,55.15,,,2020-04-02
2020-04-03,Rhineland-Palatinate,53.55,,,2020-04-03
2020-04-04,Rhineland-Palatinate,50.73,,,2020-04-04
2020-04-05,Rhineland-Palatinate,59.58,,,2020-04-05
2020-04-06,Rhineland-Palatinate,59.97,,,2020-04-06
2020-04-07,Rhineland-Palatinate,60.52,,,2020-04-07
2020-04-08,Rhineland-Palatinate,61.47,,,2020-04-08
2020-04-09,Rhineland-Palatinate,60.96,,,2020-04-09
2020-04-10,Rhineland-Palatinate,57.9,,,2020-04-10
2020-04-11,Rhineland-Palatinate,55.36,,,2020-04-11
2020-04-12,Rhineland-Palatinate,49.29,,,2020-04-12
2020-04-13,Rhineland-Palatinate,56.86,,,2020-04-13
2020-04-14,Rhineland-Palatinate,62.92,,,2020-04-14
2020-04-15,Rhineland-Palatinate,64.76,,,2020-04-15
2020-04-16,Rhineland-Palatinate,66.4,,,2020-04-16
2020-04-17,Rhineland-Palatinate,67.4,,,2020-04-17
2020-04-18,Rhineland-Palatinate,60.49,,,2020-04-18
2020-04-19,Rhineland-Palatinate,68.22,,,2020-04-19
2020-04-20,Rhineland-Palatinate,67.56,,,2020-04-20
2020-04-21,Rhineland-Palatinate,67.69,,,2020-04-21
2020-04-22,Rhineland-Palatinate,68.68,,,2020-04-22
2020-04-23,Rhineland-Palatinate,69.35,,,2020-04-23
2020-04-24,Rhineland-Palatinate,69.93,,,2020-04-24
2020-04-25,Rhineland-Palatinate,68.0,,,2020-04-25
2020-04-26,Rhineland-Palatinate,75.91,,,2020-04-26
2020-04-27,Rhineland-Palatinate,68.84,,,2020-04-27
2020-04-28,Rhineland-Palatinate,67.76,,,2020-04-28
2020-04-29,Rhineland-Palatinate,70.17,,,2020-04-29
2020-04-30,Rhineland-Palatinate,69.32,,,2020-04-30
2020-05-01,Rhineland-Palatinate,65.41,,,2020-05-01
2020-05-02,Rhineland-Palatinate,71.13,,,2020-05-02
2020-05-03,Rhineland-Palatinate,81.78,,,2020-05-03
2020-05-04,Rhineland-Palatinate,75.23,,,2020-05-04
2020-05-05,Rhineland-Palatinate,78.92,,,2020-05-05
2020-05-06,Rhineland-Palatinate,78.44,,,2020-05-06
2020-05-07,Rhineland-Palatinate,80.95,,,2020-05-07
2020-05-08,Rhineland-Palatinate,85.86,,,2020-05-08
2020-05-09,Rhineland-Palatinate,79.95,,,2020-05-09
2020-05-10,Rhineland-Palatinate,81.12,,,2020-05-10
2020-05-11,Rhineland-Palatinate,,,,2020-05-11
2020-05-12,Rhineland-Palatinate,,,,2020-05-12
2020-05-13,Rhineland-Palatinate,83.89,,,2020-05-13
2020-05-14,Rhineland-Palatinate,87.27,,,2020-05-14
2020-01-13,Saarland,100.0,,,2020-01-13
2020-01-14,Saarland,105.48,,,2020-01-14
2020-01-15,Saarland,102.86,,,2020-01-15
2020-01-16,Saarland,102.28,,,2020-01-16
2020-01-17,Saarland,113.54,,,2020-01-17
2020-01-18,Saarland,117.31,,,2020-01-18
2020-01-19,Saarland,104.57,,,2020-01-19
2020-01-20,Saarland,104.43,,,2020-01-20
2020-01-21,Saarland,102.75,,,2020-01-21
2020-01-22,Saarland,102.11,,,2020-01-22
2020-01-23,Saarland,101.14,,,2020-01-23
2020-01-24,Saarland,109.53,,,2020-01-24
2020-01-25,Saarland,117.97,,,2020-01-25
2020-01-26,Saarland,103.44,,,2020-01-26
2020-01-27,Saarland,105.11,,,2020-01-27
2020-01-28,Saarland,102.85,,,2020-01-28
2020-01-29,Saarland,106.85,,,2020-01-29
2020-01-30,Saarland,103.47,,,2020-01-30
2020-01-31,Saarland,115.54,,,2020-01-31
2020-02-01,Saarland,123.18,,,2020-02-01
2020-02-02,Saarland,109.99,,,2020-02-02
2020-02-03,Saarland,118.36,,,2020-02-03
2020-02-04,Saarland,135.26,,,2020-02-04
2020-02-05,Saarland,127.92,,,2020-02-05
2020-02-06,Saarland,105.09,,,2020-02-06
2020-02-07,Saarland,116.01,,,2020-02-07
2020-02-08,Saarland,118.75,,,2020-02-08
2020-02-09,Saarland,106.58,,,2020-02-09
2020-02-10,Saarland,107.44,,,2020-02-10
2020-02-11,Saarland,106.39,,,2020-02-11
2020-02-12,Saarland,108.96,,,2020-02-12
2020-02-13,Saarland,109.41,,,2020-02-13
2020-02-14,Saarland,124.62,,,2020-02-14
2020-02-15,Saarland,123.08,,,2020-02-15
2020-02-16,Saarland,110.46,,,2020-02-16
2020-02-17,Saarland,110.56,,,2020-02-17
2020-02-18,Saarland,108.84,,,2020-02-18
2020-02-19,Saarland,111.05,,,2020-02-19
2020-02-20,Saarland,106.67,,,2020-02-20
2020-02-21,Saarland,111.06,,,2020-02-21
2020-02-22,Saarland,113.45,,,2020-02-22
2020-02-23,Saarland,95.67,,,2020-02-23
2020-02-24,Saarland,101.31,,,2020-02-24
2020-02-25,Saarland,104.73,,,2020-02-25
2020-02-26,Saarland,99.88,,,2020-02-26
2020-02-27,Saarland,109.65,,,2020-02-27
2020-02-28,Saarland,112.15,,,2020-02-28
2020-02-29,Saarland,118.33,,,2020-02-29
2020-03-01,Saarland,106.39,,,2020-03-01
2020-03-02,Saarland,104.36,,,2020-03-02
2020-03-03,Saarland,109.41,,,2020-03-03
2020-03-04,Saarland,102.93,,,2020-03-04
2020-03-05,Saarland,105.27,,,2020-03-05
2020-03-06,Saarland,113.46,,,2020-03-06
2020-03-07,Saarland,120.16,,,2020-03-07
2020-03-08,Saarland,105.89,,,2020-03-08
2020-03-09,Saarland,102.99,,,2020-03-09
2020-03-10,Saarland,103.22,,,2020-03-10
2020-03-11,Saarland,99.39,,,2020-03-11
2020-03-12,Saarland,89.48,,,2020-03-12
2020-03-13,Saarland,85.02,,,2020-03-13
2020-03-14,Saarland,78.66,,,2020-03-14
2020-03-15,Saarland,75.39,,,2020-03-15
2020-03-16,Saarland,73.44,,,2020-03-16
2020-03-17,Saarland,67.01,,,2020-03-17
2020-03-18,Saarland,60.15,,,2020-03-18
2020-03-19,Saarland,59.31,,,2020-03-19
2020-03-20,Saarland,56.2,,,2020-03-20
2020-03-21,Saarland,34.84,,,2020-03-21
2020-03-22,Saarland,38.72,,,2020-03-22
2020-03-23,Saarland,46.15,,,2020-03-23
2020-03-24,Saarland,51.51,,,2020-03-24
2020-03-25,Saarland,50.18,,,2020-03-25
2020-03-26,Saarland,51.67,,,2020-03-26
2020-03-27,Saarland,53.52,,,2020-03-27
2020-03-28,Saarland,49.13,,,2020-03-28
2020-03-29,Saarland,47.22,,,2020-03-29
2020-03-30,Saarland,55.64,,,2020-03-30
2020-03-31,Saarland,57.84,,,2020-03-31
2020-04-01,Saarland,58.32,,,2020-04-01
2020-04-02,Saarland,59.2,,,2020-04-02
2020-04-03,Saarland,57.07,,,2020-04-03
2020-04-04,Saarland,50.0,,,2020-04-04
2020-04-05,Saarland,55.96,,,2020-04-05
2020-04-06,Saarland,63.42,,,2020-04-06
2020-04-07,Saarland,64.19,,,2020-04-07
2020-04-08,Saarland,68.24,,,2020-04-08
2020-04-09,Saarland,65.15,,,2020-04-09
2020-04-10,Saarland,55.44,,,2020-04-10
2020-04-11,Saarland,54.94,,,2020-04-11
2020-04-12,Saarland,46.66,,,2020-04-12
2020-04-13,Saarland,58.11,,,2020-04-13
2020-04-14,Saarland,69.51,,,2020-04-14
2020-04-15,Saarland,71.32,,,2020-04-15
2020-04-16,Saarland,68.8,,,2020-04-16
2020-04-17,Saarland,71.11,,,2020-04-17
2020-04-18,Saarland,62.65,,,2020-04-18
2020-04-19,Saarland,69.39,,,2020-04-19
2020-04-20,Saarland,78.11,,,2020-04-20
2020-04-21,Saarland,74.36,,,2020-04-21
2020-04-22,Saarland,77.51,,,2020-04-22
2020-04-23,Saarland,78.21,,,2020-04-23
2020-04-24,Saarland,74.34,,,2020-04-24
2020-04-25,Saarland,66.84,,,2020-04-25
2020-04-26,Saarland,72.99,,,2020-04-26
2020-04-27,Saarland,80.96,,,2020-04-27
2020-04-28,Saarland,75.35,,,2020-04-28
2020-04-29,Saarland,77.89,,,2020-04-29
2020-04-30,Saarland,74.69,,,2020-04-30
2020-05-01,Saarland,66.85,,,2020-05-01
2020-05-02,Saarland,75.64,,,2020-05-02
2020-05-03,Saarland,81.19,,,2020-05-03
2020-05-04,Saarland,88.77,,,2020-05-04
2020-05-05,Saarland,88.28,,,2020-05-05
2020-05-06,Saarland,89.93,,,2020-05-06
2020-05-07,Saarland,92.67,,,2020-05-07
2020-05-08,Saarland,94.32,,,2020-05-08
2020-05-09,Saarland,88.63,,,2020-05-09
2020-05-10,Saarland,87.41,,,2020-05-10
2020-05-11,Saarland,,,,2020-05-11
2020-05-12,Saarland,,,,2020-05-12
2020-05-13,Saarland,96.66,,,2020-05-13
2020-05-14,Saarland,95.84,,,2020-05-14
2020-01-13,Saxony,100.0,,,2020-01-13
2020-01-14,Saxony,99.74,,,2020-01-14
2020-01-15,Saxony,99.45,,,2020-01-15
2020-01-16,Saxony,105.55,,,2020-01-16
2020-01-17,Saxony,113.01,,,2020-01-17
2020-01-18,Saxony,114.56,,,2020-01-18
2020-01-19,Saxony,104.12,,,2020-01-19
2020-01-20,Saxony,97.04,,,2020-01-20
2020-01-21,Saxony,99.14,,,2020-01-21
2020-01-22,Saxony,98.64,,,2020-01-22
2020-01-23,Saxony,104.95,,,2020-01-23
2020-01-24,Saxony,112.22,,,2020-01-24
2020-01-25,Saxony,108.76,,,2020-01-25
2020-01-26,Saxony,101.24,,,2020-01-26
2020-01-27,Saxony,99.89,,,2020-01-27
2020-01-28,Saxony,97.9,,,2020-01-28
2020-01-29,Saxony,98.33,,,2020-01-29
2020-01-30,Saxony,99.54,,,2020-01-30
2020-01-31,Saxony,114.59,,,2020-01-31
2020-02-01,Saxony,116.16,,,2020-02-01
2020-02-02,Saxony,108.7,,,2020-02-02
2020-02-03,Saxony,105.49,,,2020-02-03
2020-02-04,Saxony,104.45,,,2020-02-04
2020-02-05,Saxony,99.88,,,2020-02-05
2020-02-06,Saxony,104.09,,,2020-02-06
2020-02-07,Saxony,120.03,,,2020-02-07
2020-02-08,Saxony,117.04,,,2020-02-08
2020-02-09,Saxony,102.54,,,2020-02-09
2020-02-10,Saxony,99.91,,,2020-02-10
2020-02-11,Saxony,101.75,,,2020-02-11
2020-02-12,Saxony,99.77,,,2020-02-12
2020-02-13,Saxony,101.75,,,2020-02-13
2020-02-14,Saxony,115.71,,,2020-02-14
2020-02-15,Saxony,116.64,,,2020-02-15
2020-02-16,Saxony,100.73,,,2020-02-16
2020-02-17,Saxony,103.34,,,2020-02-17
2020-02-18,Saxony,102.54,,,2020-02-18
2020-02-19,Saxony,100.6,,,2020-02-19
2020-02-20,Saxony,101.85,,,2020-02-20
2020-02-21,Saxony,107.68,,,2020-02-21
2020-02-22,Saxony,107.91,,,2020-02-22
2020-02-23,Saxony,101.16,,,2020-02-23
2020-02-24,Saxony,100.74,,,2020-02-24
2020-02-25,Saxony,104.85,,,2020-02-25
2020-02-26,Saxony,106.21,,,2020-02-26
2020-02-27,Saxony,106.71,,,2020-02-27
2020-02-28,Saxony,111.52,,,2020-02-28
2020-02-29,Saxony,110.08,,,2020-02-29
2020-03-01,Saxony,105.72,,,2020-03-01
2020-03-02,Saxony,103.14,,,2020-03-02
2020-03-03,Saxony,102.31,,,2020-03-03
2020-03-04,Saxony,101.51,,,2020-03-04
2020-03-05,Saxony,107.69,,,2020-03-05
2020-03-06,Saxony,123.47,,,2020-03-06
2020-03-07,Saxony,110.93,,,2020-03-07
2020-03-08,Saxony,105.15,,,2020-03-08
2020-03-09,Saxony,101.47,,,2020-03-09
2020-03-10,Saxony,110.25,,,2020-03-10
2020-03-11,Saxony,96.43,,,2020-03-11
2020-03-12,Saxony,90.53,,,2020-03-12
2020-03-13,Saxony,89.13,,,2020-03-13
2020-03-14,Saxony,77.99,,,2020-03-14
2020-03-15,Saxony,74.94,,,2020-03-15
2020-03-16,Saxony,72.48,,,2020-03-16
2020-03-17,Saxony,71.64,,,2020-03-17
2020-03-18,Saxony,70.26,,,2020-03-18
2020-03-19,Saxony,59.71,,,2020-03-19
2020-03-20,Saxony,50.32,,,2020-03-20
2020-03-21,Saxony,36.81,,,2020-03-21
2020-03-22,Saxony,39.51,,,2020-03-22
2020-03-23,Saxony,43.12,,,2020-03-23
2020-03-24,Saxony,43.15,,,2020-03-24
2020-03-25,Saxony,45.0,,,2020-03-25
2020-03-26,Saxony,47.62,,,2020-03-26
2020-03-27,Saxony,45.49,,,2020-03-27
2020-03-28,Saxony,37.7,,,2020-03-28
2020-03-29,Saxony,37.95,,,2020-03-29
2020-03-30,Saxony,48.76,,,2020-03-30
2020-03-31,Saxony,50.56,,,2020-03-31
2020-04-01,Saxony,51.29,,,2020-04-01
2020-04-02,Saxony,51.64,,,2020-04-02
2020-04-03,Saxony,46.19,,,2020-04-03
2020-04-04,Saxony,38.09,,,2020-04-04
2020-04-05,Saxony,47.55,,,2020-04-05
2020-04-06,Saxony,55.01,,,2020-04-06
2020-04-07,Saxony,61.59,,,2020-04-07
2020-04-08,Saxony,60.25,,,2020-04-08
2020-04-09,Saxony,56.11,,,2020-04-09
2020-04-10,Saxony,43.47,,,2020-04-10
2020-04-11,Saxony,41.12,,,2020-04-11
2020-04-12,Saxony,39.45,,,2020-04-12
2020-04-13,Saxony,47.24,,,2020-04-13
2020-04-14,Saxony,59.05,,,2020-04-14
2020-04-15,Saxony,59.96,,,2020-04-15
2020-04-16,Saxony,62.06,,,2020-04-16
2020-04-17,Saxony,58.3,,,2020-04-17
2020-04-18,Saxony,50.35,,,2020-04-18
2020-04-19,Saxony,59.45,,,2020-04-19
2020-04-20,Saxony,67.51,,,2020-04-20
2020-04-21,Saxony,68.26,,,2020-04-21
2020-04-22,Saxony,69.81,,,2020-04-22
2020-04-23,Saxony,72.42,,,2020-04-23
2020-04-24,Saxony,68.51,,,2020-04-24
2020-04-25,Saxony,56.46,,,2020-04-25
2020-04-26,Saxony,69.37,,,2020-04-26
2020-04-27,Saxony,73.3,,,2020-04-27
2020-04-28,Saxony,72.22,,,2020-04-28
2020-04-29,Saxony,74.6,,,2020-04-29
2020-04-30,Saxony,73.84,,,2020-04-30
2020-05-01,Saxony,66.94,,,2020-05-01
2020-05-02,Saxony,61.99,,,2020-05-02
2020-05-03,Saxony,73.69,,,2020-05-03
2020-05-04,Saxony,78.18,,,2020-05-04
2020-05-05,Saxony,80.42,,,2020-05-05
2020-05-06,Saxony,80.93,,,2020-05-06
2020-05-07,Saxony,84.83,,,2020-05-07
2020-05-08,Saxony,89.79,,,2020-05-08
2020-05-09,Saxony,78.5,,,2020-05-09
2020-05-10,Saxony,78.98,,,2020-05-10
2020-05-11,Saxony,,,,2020-05-11
2020-05-12,Saxony,,,,2020-05-12
2020-05-13,Saxony,90.62,,,2020-05-13
2020-05-14,Saxony,91.47,,,2020-05-14
2020-01-13,Saxony-Anhalt,100.0,,,2020-01-13
2020-01-14,Saxony-Anhalt,101.59,,,2020-01-14
2020-01-15,Saxony-Anhalt,99.36,,,2020-01-15
2020-01-16,Saxony-Anhalt,98.48,,,2020-01-16
2020-01-17,Saxony-Anhalt,118.83,,,2020-01-17
2020-01-18,Saxony-Anhalt,107.03,,,2020-01-18
2020-01-19,Saxony-Anhalt,108.35,,,2020-01-19
2020-01-20,Saxony-Anhalt,100.33,,,2020-01-20
2020-01-21,Saxony-Anhalt,102.34,,,2020-01-21
2020-01-22,Saxony-Anhalt,101.21,,,2020-01-22
2020-01-23,Saxony-Anhalt,99.71,,,2020-01-23
2020-01-24,Saxony-Anhalt,111.68,,,2020-01-24
2020-01-25,Saxony-Anhalt,107.48,,,2020-01-25
2020-01-26,Saxony-Anhalt,106.67,,,2020-01-26
2020-01-27,Saxony-Anhalt,100.68,,,2020-01-27
2020-01-28,Saxony-Anhalt,101.45,,,2020-01-28
2020-01-29,Saxony-Anhalt,102.25,,,2020-01-29
2020-01-30,Saxony-Anhalt,103.27,,,2020-01-30
2020-01-31,Saxony-Anhalt,143.72,,,2020-01-31
2020-02-01,Saxony-Anhalt,124.63,,,2020-02-01
2020-02-02,Saxony-Anhalt,115.33,,,2020-02-02
2020-02-03,Saxony-Anhalt,106.15,,,2020-02-03
2020-02-04,Saxony-Anhalt,108.29,,,2020-02-04
2020-02-05,Saxony-Anhalt,103.9,,,2020-02-05
2020-02-06,Saxony-Anhalt,105.41,,,2020-02-06
2020-02-07,Saxony-Anhalt,136.95,,,2020-02-07
2020-02-08,Saxony-Anhalt,129.83,,,2020-02-08
2020-02-09,Saxony-Anhalt,109.47,,,2020-02-09
2020-02-10,Saxony-Anhalt,107.49,,,2020-02-10
2020-02-11,Saxony-Anhalt,108.06,,,2020-02-11
2020-02-12,Saxony-Anhalt,104.25,,,2020-02-12
2020-02-13,Saxony-Anhalt,105.42,,,2020-02-13
2020-02-14,Saxony-Anhalt,124.59,,,2020-02-14
2020-02-15,Saxony-Anhalt,129.17,,,2020-02-15
2020-02-16,Saxony-Anhalt,111.27,,,2020-02-16
2020-02-17,Saxony-Anhalt,107.94,,,2020-02-17
2020-02-18,Saxony-Anhalt,108.38,,,2020-02-18
2020-02-19,Saxony-Anhalt,104.38,,,2020-02-19
2020-02-20,Saxony-Anhalt,113.34,,,2020-02-20
2020-02-21,Saxony-Anhalt,119.77,,,2020-02-21
2020-02-22,Saxony-Anhalt,116.42,,,2020-02-22
2020-02-23,Saxony-Anhalt,108.15,,,2020-02-23
2020-02-24,Saxony-Anhalt,104.52,,,2020-02-24
2020-02-25,Saxony-Anhalt,105.55,,,2020-02-25
2020-02-26,Saxony-Anhalt,105.92,,,2020-02-26
2020-02-27,Saxony-Anhalt,110.04,,,2020-02-27
2020-02-28,Saxony-Anhalt,118.82,,,2020-02-28
2020-02-29,Saxony-Anhalt,111.57,,,2020-02-29
2020-03-01,Saxony-Anhalt,109.96,,,2020-03-01
2020-03-02,Saxony-Anhalt,102.73,,,2020-03-02
2020-03-03,Saxony-Anhalt,116.43,,,2020-03-03
2020-03-04,Saxony-Anhalt,102.09,,,2020-03-04
2020-03-05,Saxony-Anhalt,105.46,,,2020-03-05
2020-03-06,Saxony-Anhalt,121.98,,,2020-03-06
2020-03-07,Saxony-Anhalt,112.53,,,2020-03-07
2020-03-08,Saxony-Anhalt,110.81,,,2020-03-08
2020-03-09,Saxony-Anhalt,102.74,,,2020-03-09
2020-03-10,Saxony-Anhalt,104.41,,,2020-03-10
2020-03-11,Saxony-Anhalt,95.51,,,2020-03-11
2020-03-12,Saxony-Anhalt,91.68,,,2020-03-12
2020-03-13,Saxony-Anhalt,95.04,,,2020-03-13
2020-03-14,Saxony-Anhalt,78.91,,,2020-03-14
2020-03-15,Saxony-Anhalt,79.32,,,2020-03-15
2020-03-16,Saxony-Anhalt,78.9,,,2020-03-16
2020-03-17,Saxony-Anhalt,70.71,,,2020-03-17
2020-03-18,Saxony-Anhalt,66.52,,,2020-03-18
2020-03-19,Saxony-Anhalt,61.2,,,2020-03-19
2020-03-20,Saxony-Anhalt,55.57,,,2020-03-20
2020-03-21,Saxony-Anhalt,41.76,,,2020-03-21
2020-03-22,Saxony-Anhalt,45.91,,,2020-03-22
2020-03-23,Saxony-Anhalt,50.79,,,2020-03-23
2020-03-24,Saxony-Anhalt,50.66,,,2020-03-24
2020-03-25,Saxony-Anhalt,52.24,,,2020-03-25
2020-03-26,Saxony-Anhalt,55.21,,,2020-03-26
