dates,region,driving,walking,transit,date
2020-03-27,Saxony-Anhalt,52.39,,,2020-03-27
2020-03-28,Saxony-Anhalt,44.14,,,2020-03-28
2020-03-29,Saxony-Anhalt,45.71,,,2020-03-29
2020-03-30,Saxony-Anhalt,55.7,,,2020-03-30
2020-03-31,Saxony-Anhalt,60.61,,,2020-03-31
2020-04-01,Saxony-Anhalt,58.99,,,2020-04-01
2020-04-02,Saxony-Anhalt,57.71,,,2020-04-02
2020-04-03,Saxony-Anhalt,54.06,,,2020-04-03
2020-04-04,Saxony-Anhalt,44.77,,,2020-04-04
2020-04-05,Saxony-Anhalt,56.12,,,2020-04-05
2020-04-06,Saxony-Anhalt,62.7,,,2020-04-06
2020-04-07,Saxony-Anhalt,63.11,,,2020-04-07
2020-04-08,Saxony-Anhalt,65.12,,,2020-04-08
2020-04-09,Saxony-Anhalt,60.37,,,2020-04-09
2020-04-10,Saxony-Anhalt,49.39,,,2020-04-10
2020-04-11,Saxony-Anhalt,45.98,,,2020-04-11
2020-04-12,Saxony-Anhalt,42.93,,,2020-04-12
2020-04-13,Saxony-Anhalt,56.3,,,2020-04-13
2020-04-14,Saxony-Anhalt,64.96,,,2020-04-14
2020-04-15,Saxony-Anhalt,67.24,,,2020-04-15
2020-04-16,Saxony-Anhalt,68.01,,,2020-04-16
2020-04-17,Saxony-Anhalt,65.1,,,2020-04-17
2020-04-18,Saxony-Anhalt,53.8,,,2020-04-18
2020-04-19,Saxony-Anhalt,66.37,,,2020-04-19
2020-04-20,Saxony-Anhalt,71.49,,,2020-04-20
2020-04-21,Saxony-Anhalt,70.86,,,2020-04-21
2020-04-22,Saxony-Anhalt,73.78,,,2020-04-22
2020-04-23,Saxony-Anhalt,72.27,,,2020-04-23
2020-04-24,Saxony-Anhalt,70.22,,,2020-04-24
2020-04-25,Saxony-Anhalt,59.07,,,2020-04-25
2020-04-26,Saxony-Anhalt,73.57,,,2020-04-26
2020-04-27,Saxony-Anhalt,76.98,,,2020-04-27
2020-04-28,Saxony-Anhalt,78.76,,,2020-04-28
2020-04-29,Saxony-Anhalt,78.66,,,2020-04-29
2020-04-30,Saxony-Anhalt,76.05,,,2020-04-30
2020-05-01,Saxony-Anhalt,69.46,,,2020-05-01
2020-05-02,Saxony-Anhalt,65.61,,,2020-05-02
2020-05-03,Saxony-Anhalt,79.77,,,2020-05-03
2020-05-04,Saxony-Anhalt,84.77,,,2020-05-04
2020-05-05,Saxony-Anhalt,86.41,,,2020-05-05
2020-05-06,Saxony-Anhalt,87.41,,,2020-05-06
2020-05-07,Saxony-Anhalt,90.35,,,2020-05-07
2020-05-08,Saxony-Anhalt,93.71,,,2020-05-08
2020-05-09,Saxony-Anhalt,82.7,,,2020-05-09
2020-05-10,Saxony-Anhalt,87.2,,,2020-05-10
2020-05-11,Saxony-Anhalt,,,,2020-05-11
2020-05-12,Saxony-Anhalt,,,,2020-05-12
2020-05-13,Saxony-Anhalt,96.11,,,2020-05-13
2020-05-14,Saxony-Anhalt,99.74,,,2020-05-14
2020-01-13,Schleswig-Holstein,100.0,,,2020-01-13
2020-01-14,Schleswig-Holstein,102.57,,,2020-01-14
2020-01-15,Schleswig-Holstein,101.97,,,2020-01-15
2020-01-16,Schleswig-Holstein,102.64,,,2020-01-16
2020-01-17,Schleswig-Holstein,114.11,,,2020-01-17
2020-01-18,Schleswig-Holstein,111.42,,,2020-01-18
2020-01-19,Schleswig-Holstein,116.73,,,2020-01-19
2020-01-20,Schleswig-Holstein,99.84,,,2020-01-20
2020-01-21,Schleswig-Holstein,102.93,,,2020-01-21
2020-01-22,Schleswig-Holstein,100.86,,,2020-01-22
2020-01-23,Schleswig-Holstein,101.57,,,2020-01-23
2020-01-24,Schleswig-Holstein,112.66,,,2020-01-24
2020-01-25,Schleswig-Holstein,111.21,,,2020-01-25
2020-01-26,Schleswig-Holstein,110.61,,,2020-01-26
2020-01-27,Schleswig-Holstein,100.34,,,2020-01-27
2020-01-28,Schleswig-Holstein,102.79,,,2020-01-28
2020-01-29,Schleswig-Holstein,102.12,,,2020-01-29
2020-01-30,Schleswig-Holstein,106.48,,,2020-01-30
2020-01-31,Schleswig-Holstein,122.73,,,2020-01-31
2020-02-01,Schleswig-Holstein,119.3,,,2020-02-01
2020-02-02,Schleswig-Holstein,116.86,,,2020-02-02
2020-02-03,Schleswig-Holstein,108.77,,,2020-02-03
2020-02-04,Schleswig-Holstein,110.33,,,2020-02-04
2020-02-05,Schleswig-Holstein,104.83,,,2020-02-05
2020-02-06,Schleswig-Holstein,106.98,,,2020-02-06
2020-02-07,Schleswig-Holstein,126.27,,,2020-02-07
2020-02-08,Schleswig-Holstein,120.48,,,2020-02-08
2020-02-09,Schleswig-Holstein,110.12,,,2020-02-09
2020-02-10,Schleswig-Holstein,118.1,,,2020-02-10
2020-02-11,Schleswig-Holstein,117.07,,,2020-02-11
2020-02-12,Schleswig-Holstein,114.47,,,2020-02-12
2020-02-13,Schleswig-Holstein,116.16,,,2020-02-13
2020-02-14,Schleswig-Holstein,128.24,,,2020-02-14
2020-02-15,Schleswig-Holstein,127.5,,,2020-02-15
2020-02-16,Schleswig-Holstein,119.31,,,2020-02-16
2020-02-17,Schleswig-Holstein,107.67,,,2020-02-17
2020-02-18,Schleswig-Holstein,111.38,,,2020-02-18
2020-02-19,Schleswig-Holstein,114.86,,,2020-02-19
2020-02-20,Schleswig-Holstein,112.73,,,2020-02-20
2020-02-21,Schleswig-Holstein,128.39,,,2020-02-21
2020-02-22,Schleswig-Holstein,121.33,,,2020-02-22
2020-02-23,Schleswig-Holstein,118.15,,,2020-02-23
2020-02-24,Schleswig-Holstein,111.69,,,2020-02-24
2020-02-25,Schleswig-Holstein,111.93,,,2020-02-25
2020-02-26,Schleswig-Holstein,110.0,,,2020-02-26
2020-02-27,Schleswig-Holstein,111.67,,,2020-02-27
2020-02-28,Schleswig-Holstein,124.07,,,2020-02-28
2020-02-29,Schleswig-Holstein,117.44,,,2020-02-29
2020-03-01,Schleswig-Holstein,120.78,,,2020-03-01
2020-03-02,Schleswig-Holstein,106.6,,,2020-03-02
2020-03-03,Schleswig-Holstein,105.69,,,2020-03-03
2020-03-04,Schleswig-Holstein,107.59,,,2020-03-04
2020-03-05,Schleswig-Holstein,110.73,,,2020-03-05
2020-03-06,Schleswig-Holstein,122.3,,,2020-03-06
2020-03-07,Schleswig-Holstein,123.65,,,2020-03-07
2020-03-08,Schleswig-Holstein,117.99,,,2020-03-08
2020-03-09,Schleswig-Holstein,105.08,,,2020-03-09
2020-03-10,Schleswig-Holstein,104.6,,,2020-03-10
2020-03-11,Schleswig-Holstein,104.38,,,2020-03-11
2020-03-12,Schleswig-Holstein,94.02,,,2020-03-12
2020-03-13,Schleswig-Holstein,93.53,,,2020-03-13
2020-03-14,Schleswig-Holstein,87.73,,,2020-03-14
2020-03-15,Schleswig-Holstein,77.72,,,2020-03-15
2020-03-16,Schleswig-Holstein,72.46,,,2020-03-16
2020-03-17,Schleswig-Holstein,65.83,,,2020-03-17
2020-03-18,Schleswig-Holstein,61.1,,,2020-03-18
2020-03-19,Schleswig-Holstein,56.58,,,2020-03-19
2020-03-20,Schleswig-Holstein,53.17,,,2020-03-20
2020-03-21,Schleswig-Holstein,45.72,,,2020-03-21
2020-03-22,Schleswig-Holstein,46.92,,,2020-03-22
2020-03-23,Schleswig-Holstein,52.48,,,2020-03-23
2020-03-24,Schleswig-Holstein,51.45,,,2020-03-24
2020-03-25,Schleswig-Holstein,54.08,,,2020-03-25
2020-03-26,Schleswig-Holstein,56.12,,,2020-03-26
2020-03-27,Schleswig-Holstein,56.69,,,2020-03-27
2020-03-28,Schleswig-Holstein,52.51,,,2020-03-28
2020-03-29,Schleswig-Holstein,52.8,,,2020-03-29
2020-03-30,Schleswig-Holstein,58.3,,,2020-03-30
2020-03-31,Schleswig-Holstein,61.81,,,2020-03-31
2020-04-01,Schleswig-Holstein,60.04,,,2020-04-01
2020-04-02,Schleswig-Holstein,61.1,,,2020-04-02
2020-04-03,Schleswig-Holstein,58.91,,,2020-04-03
2020-04-04,Schleswig-Holstein,52.46,,,2020-04-04
2020-04-05,Schleswig-Holstein,62.86,,,2020-04-05
2020-04-06,Schleswig-Holstein,67.35,,,2020-04-06
2020-04-07,Schleswig-Holstein,66.89,,,2020-04-07
2020-04-08,Schleswig-Holstein,68.36,,,2020-04-08
2020-04-09,Schleswig-Holstein,64.65,,,2020-04-09
2020-04-10,Schleswig-Holstein,56.78,,,2020-04-10
2020-04-11,Schleswig-Holstein,55.94,,,2020-04-11
2020-04-12,Schleswig-Holstein,54.01,,,2020-04-12
2020-04-13,Schleswig-Holstein,64.39,,,2020-04-13
2020-04-14,Schleswig-Holstein,69.81,,,2020-04-14
2020-04-15,Schleswig-Holstein,71.42,,,2020-04-15
2020-04-16,Schleswig-Holstein,72.64,,,2020-04-16
2020-04-17,Schleswig-Holstein,72.54,,,2020-04-17
2020-04-18,Schleswig-Holstein,65.58,,,2020-04-18
2020-04-19,Schleswig-Holstein,75.17,,,2020-04-19
2020-04-20,Schleswig-Holstein,75.54,,,2020-04-20
2020-04-21,Schleswig-Holstein,76.32,,,2020-04-21
2020-04-22,Schleswig-Holstein,77.45,,,2020-04-22
2020-04-23,Schleswig-Holstein,77.96,,,2020-04-23
2020-04-24,Schleswig-Holstein,75.86,,,2020-04-24
2020-04-25,Schleswig-Holstein,71.17,,,2020-04-25
2020-04-26,Schleswig-Holstein,75.95,,,2020-04-26
2020-04-27,Schleswig-Holstein,77.88,,,2020-04-27
2020-04-28,Schleswig-Holstein,76.89,,,2020-04-28
2020-04-29,Schleswig-Holstein,77.78,,,2020-04-29
2020-04-30,Schleswig-Holstein,77.41,,,2020-04-30
2020-05-01,Schleswig-Holstein,71.7,,,2020-05-01
2020-05-02,Schleswig-Holstein,74.83,,,2020-05-02
2020-05-03,Schleswig-Holstein,85.21,,,2020-05-03
2020-05-04,Schleswig-Holstein,87.64,,,2020-05-04
2020-05-05,Schleswig-Holstein,96.67,,,2020-05-05
2020-05-06,Schleswig-Holstein,92.38,,,2020-05-06
2020-05-07,Schleswig-Holstein,94.19,,,2020-05-07
2020-05-08,Schleswig-Holstein,100.91,,,2020-05-08
2020-05-09,Schleswig-Holstein,104.64,,,2020-05-09
2020-05-10,Schleswig-Holstein,111.43,,,2020-05-10
2020-05-11,Schleswig-Holstein,,,,2020-05-11
2020-05-12,Schleswig-Holstein,,,,2020-05-12
2020-05-13,Schleswig-Holstein,95.08,,,2020-05-13
2020-05-14,Schleswig-Holstein,99.27,,,2020-05-14
2020-01-13,Bremen,100.0,,,2020-01-13
2020-01-14,Bremen,100.72,,,2020-01-14
2020-01-15,Bremen,100.46,,,2020-01-15
2020-01-16,Bremen,105.46,,,2020-01-16
2020-01-17,Bremen,134.06,,,2020-01-17
2020-01-18,Bremen,99.16,,,2020-01-18
2020-01-19,Bremen,87.99,,,2020-01-19
2020-01-20,Bremen,95.58,,,2020-01-20
2020-01-21,Bremen,104.16,,,2020-01-21
2020-01-22,Bremen,95.58,,,2020-01-22
2020-01-23,Bremen,107.35,,,2020-01-23
2020-01-24,Bremen,105.85,,,2020-01-24
2020-01-25,Bremen,97.69,,,2020-01-25
2020-01-26,Bremen,92.25,,,2020-01-26
2020-01-27,Bremen,95.11,,,2020-01-27
2020-01-28,Bremen,100.32,,,2020-01-28
2020-01-29,Bremen,97.58,,,2020-01-29
2020-01-30,Bremen,103.68,,,2020-01-30
2020-01-31,Bremen,118.79,,,2020-01-31
2020-02-01,Bremen,106.4,,,2020-02-01
2020-02-02,Bremen,92.55,,,2020-02-02
2020-02-03,Bremen,105.41,,,2020-02-03
2020-02-04,Bremen,136.38,,,2020-02-04
2020-02-05,Bremen,110.91,,,2020-02-05
2020-02-06,Bremen,105.38,,,2020-02-06
2020-02-07,Bremen,116.85,,,2020-02-07
2020-02-08,Bremen,112.85,,,2020-02-08
2020-02-09,Bremen,90.98,,,2020-02-09
2020-02-10,Bremen,106.12,,,2020-02-10
2020-02-11,Bremen,107.43,,,2020-02-11
2020-02-12,Bremen,104.9,,,2020-02-12
2020-02-13,Bremen,106.71,,,2020-02-13
2020-02-14,Bremen,116.26,,,2020-02-14
2020-02-15,Bremen,106.85,,,2020-02-15
2020-02-16,Bremen,92.65,,,2020-02-16
2020-02-17,Bremen,100.65,,,2020-02-17
2020-02-18,Bremen,106.04,,,2020-02-18
2020-02-19,Bremen,133.01,,,2020-02-19
2020-02-20,Bremen,111.82,,,2020-02-20
2020-02-21,Bremen,116.63,,,2020-02-21
2020-02-22,Bremen,109.32,,,2020-02-22
2020-02-23,Bremen,89.87,,,2020-02-23
2020-02-24,Bremen,106.18,,,2020-02-24
2020-02-25,Bremen,110.04,,,2020-02-25
2020-02-26,Bremen,107.94,,,2020-02-26
2020-02-27,Bremen,102.91,,,2020-02-27
2020-02-28,Bremen,117.15,,,2020-02-28
2020-02-29,Bremen,106.17,,,2020-02-29
2020-03-01,Bremen,96.25,,,2020-03-01
2020-03-02,Bremen,98.43,,,2020-03-02
2020-03-03,Bremen,106.16,,,2020-03-03
2020-03-04,Bremen,103.85,,,2020-03-04
2020-03-05,Bremen,106.97,,,2020-03-05
2020-03-06,Bremen,119.73,,,2020-03-06
2020-03-07,Bremen,103.08,,,2020-03-07
2020-03-08,Bremen,90.27,,,2020-03-08
2020-03-09,Bremen,96.36,,,2020-03-09
2020-03-10,Bremen,97.43,,,2020-03-10
2020-03-11,Bremen,94.43,,,2020-03-11
2020-03-12,Bremen,88.37,,,2020-03-12
2020-03-13,Bremen,85.11,,,2020-03-13
2020-03-14,Bremen,73.33,,,2020-03-14
2020-03-15,Bremen,62.25,,,2020-03-15
2020-03-16,Bremen,69.74,,,2020-03-16
2020-03-17,Bremen,67.15,,,2020-03-17
2020-03-18,Bremen,57.14,,,2020-03-18
2020-03-19,Bremen,54.01,,,2020-03-19
2020-03-20,Bremen,49.99,,,2020-03-20
2020-03-21,Bremen,40.06,,,2020-03-21
2020-03-22,Bremen,39.18,,,2020-03-22
2020-03-23,Bremen,49.15,,,2020-03-23
2020-03-24,Bremen,47.4,,,2020-03-24
2020-03-25,Bremen,47.49,,,2020-03-25
2020-03-26,Bremen,50.28,,,2020-03-26
2020-03-27,Bremen,51.82,,,2020-03-27
2020-03-28,Bremen,43.94,,,2020-03-28
2020-03-29,Bremen,41.3,,,2020-03-29
2020-03-30,Bremen,50.84,,,2020-03-30
2020-03-31,Bremen,54.81,,,2020-03-31
2020-04-01,Bremen,54.24,,,2020-04-01
2020-04-02,Bremen,55.88,,,2020-04-02
2020-04-03,Bremen,51.53,,,2020-04-03
2020-04-04,Bremen,45.13,,,2020-04-04
2020-04-05,Bremen,51.15,,,2020-04-05
2020-04-06,Bremen,59.77,,,2020-04-06
2020-04-07,Bremen,61.08,,,2020-04-07
2020-04-08,Bremen,60.43,,,2020-04-08
2020-04-09,Bremen,59.38,,,2020-04-09
2020-04-10,Bremen,46.69,,,2020-04-10
2020-04-11,Bremen,46.83,,,2020-04-11
2020-04-12,Bremen,40.34,,,2020-04-12
2020-04-13,Bremen,49.81,,,2020-04-13
2020-04-14,Bremen,60.16,,,2020-04-14
2020-04-15,Bremen,64.46,,,2020-04-15
2020-04-16,Bremen,63.28,,,2020-04-16
2020-04-17,Bremen,63.39,,,2020-04-17
2020-04-18,Bremen,54.29,,,2020-04-18
2020-04-19,Bremen,58.31,,,2020-04-19
2020-04-20,Bremen,66.27,,,2020-04-20
2020-04-21,Bremen,65.83,,,2020-04-21
2020-04-22,Bremen,66.94,,,2020-04-22
2020-04-23,Bremen,68.26,,,2020-04-23
2020-04-24,Bremen,62.78,,,2020-04-24
2020-04-25,Bremen,55.59,,,2020-04-25
2020-04-26,Bremen,57.72,,,2020-04-26
2020-04-27,Bremen,69.44,,,2020-04-27
2020-04-28,Bremen,70.13,,,2020-04-28
2020-04-29,Bremen,70.88,,,2020-04-29
2020-04-30,Bremen,69.9,,,2020-04-30
2020-05-01,Bremen,56.77,,,2020-05-01
2020-05-02,Bremen,61.73,,,2020-05-02
2020-05-03,Bremen,63.92,,,2020-05-03
2020-05-04,Bremen,74.7,,,2020-05-04
2020-05-05,Bremen,76.46,,,2020-05-05
2020-05-06,Bremen,76.32,,,2020-05-06
2020-05-07,Bremen,77.35,,,2020-05-07
2020-05-08,Bremen,78.78,,,2020-05-08
2020-05-09,Bremen,72.02,,,2020-05-09
2020-05-10,Bremen,72.11,,,2020-05-10
2020-05-11,Bremen,,,,2020-05-11
2020-05-12,Bremen,,,,2020-05-12
2020-05-13,Bremen,84.02,,,2020-05-13
2020-05-14,Bremen,87.83,,,2020-05-14
2020-01-13,Thuringia,100.0,,,2020-01-13
2020-01-14,Thuringia,100.94,,,2020-01-14
2020-01-15,Thuringia,103.92,,,2020-01-15
2020-01-16,Thuringia,103.86,,,2020-01-16
2020-01-17,Thuringia,116.26,,,2020-01-17
2020-01-18,Thuringia,112.75,,,2020-01-18
2020-01-19,Thuringia,114.53,,,2020-01-19
2020-01-20,Thuringia,103.13,,,2020-01-20
2020-01-21,Thuringia,101.89,,,2020-01-21
2020-01-22,Thuringia,101.31,,,2020-01-22
2020-01-23,Thuringia,105.52,,,2020-01-23
2020-01-24,Thuringia,111.99,,,2020-01-24
2020-01-25,Thuringia,109.19,,,2020-01-25
2020-01-26,Thuringia,112.08,,,2020-01-26
2020-01-27,Thuringia,103.86,,,2020-01-27
2020-01-28,Thuringia,105.02,,,2020-01-28
2020-01-29,Thuringia,104.81,,,2020-01-29
2020-01-30,Thuringia,103.86,,,2020-01-30
2020-01-31,Thuringia,121.5,,,2020-01-31
2020-02-01,Thuringia,117.22,,,2020-02-01
2020-02-02,Thuringia,121.39,,,2020-02-02
2020-02-03,Thuringia,108.51,,,2020-02-03
2020-02-04,Thuringia,109.36,,,2020-02-04
2020-02-05,Thuringia,105.47,,,2020-02-05
2020-02-06,Thuringia,109.31,,,2020-02-06
2020-02-07,Thuringia,131.45,,,2020-02-07
2020-02-08,Thuringia,127.83,,,2020-02-08
2020-02-09,Thuringia,119.58,,,2020-02-09
2020-02-10,Thuringia,108.15,,,2020-02-10
2020-02-11,Thuringia,105.96,,,2020-02-11
2020-02-12,Thuringia,108.54,,,2020-02-12
2020-02-13,Thuringia,111.93,,,2020-02-13
2020-02-14,Thuringia,128.47,,,2020-02-14
2020-02-15,Thuringia,124.02,,,2020-02-15
2020-02-16,Thuringia,120.12,,,2020-02-16
2020-02-17,Thuringia,109.44,,,2020-02-17
2020-02-18,Thuringia,110.95,,,2020-02-18
2020-02-19,Thuringia,112.67,,,2020-02-19
2020-02-20,Thuringia,110.25,,,2020-02-20
2020-02-21,Thuringia,118.8,,,2020-02-21
2020-02-22,Thuringia,112.7,,,2020-02-22
2020-02-23,Thuringia,111.62,,,2020-02-23
2020-02-24,Thuringia,109.85,,,2020-02-24
2020-02-25,Thuringia,107.66,,,2020-02-25
2020-02-26,Thuringia,109.04,,,2020-02-26
2020-02-27,Thuringia,110.6,,,2020-02-27
2020-02-28,Thuringia,117.12,,,2020-02-28
2020-02-29,Thuringia,114.59,,,2020-02-29
2020-03-01,Thuringia,119.34,,,2020-03-01
2020-03-02,Thuringia,106.56,,,2020-03-02
2020-03-03,Thuringia,103.02,,,2020-03-03
2020-03-04,Thuringia,107.99,,,2020-03-04
2020-03-05,Thuringia,105.86,,,2020-03-05
2020-03-06,Thuringia,118.51,,,2020-03-06
2020-03-07,Thuringia,116.76,,,2020-03-07
2020-03-08,Thuringia,117.34,,,2020-03-08
2020-03-09,Thuringia,102.98,,,2020-03-09
2020-03-10,Thuringia,102.58,,,2020-03-10
2020-03-11,Thuringia,98.81,,,2020-03-11
2020-03-12,Thuringia,91.35,,,2020-03-12
2020-03-13,Thuringia,88.28,,,2020-03-13
2020-03-14,Thuringia,77.31,,,2020-03-14
2020-03-15,Thuringia,81.95,,,2020-03-15
2020-03-16,Thuringia,69.28,,,2020-03-16
2020-03-17,Thuringia,66.2,,,2020-03-17
2020-03-18,Thuringia,64.92,,,2020-03-18
2020-03-19,Thuringia,61.88,,,2020-03-19
2020-03-20,Thuringia,57.53,,,2020-03-20
2020-03-21,Thuringia,41.97,,,2020-03-21
2020-03-22,Thuringia,46.75,,,2020-03-22
2020-03-23,Thuringia,52.71,,,2020-03-23
2020-03-24,Thuringia,55.33,,,2020-03-24
2020-03-25,Thuringia,53.04,,,2020-03-25
2020-03-26,Thuringia,56.34,,,2020-03-26
2020-03-27,Thuringia,57.52,,,2020-03-27
2020-03-28,Thuringia,47.73,,,2020-03-28
2020-03-29,Thuringia,48.97,,,2020-03-29
2020-03-30,Thuringia,58.21,,,2020-03-30
2020-03-31,Thuringia,60.56,,,2020-03-31
2020-04-01,Thuringia,60.49,,,2020-04-01
2020-04-02,Thuringia,59.15,,,2020-04-02
2020-04-03,Thuringia,58.3,,,2020-04-03
2020-04-04,Thuringia,50.37,,,2020-04-04
2020-04-05,Thuringia,63.59,,,2020-04-05
2020-04-06,Thuringia,67.14,,,2020-04-06
2020-04-07,Thuringia,67.3,,,2020-04-07
2020-04-08,Thuringia,68.18,,,2020-04-08
2020-04-09,Thuringia,62.73,,,2020-04-09
2020-04-10,Thuringia,56.39,,,2020-04-10
2020-04-11,Thuringia,53.41,,,2020-04-11
2020-04-12,Thuringia,52.54,,,2020-04-12
2020-04-13,Thuringia,62.18,,,2020-04-13
2020-04-14,Thuringia,69.66,,,2020-04-14
2020-04-15,Thuringia,70.47,,,2020-04-15
2020-04-16,Thuringia,76.57,,,2020-04-16
2020-04-17,Thuringia,72.86,,,2020-04-17
2020-04-18,Thuringia,62.19,,,2020-04-18
2020-04-19,Thuringia,74.78,,,2020-04-19
2020-04-20,Thuringia,72.27,,,2020-04-20
2020-04-21,Thuringia,71.79,,,2020-04-21
2020-04-22,Thuringia,75.14,,,2020-04-22
2020-04-23,Thuringia,74.17,,,2020-04-23
2020-04-24,Thuringia,73.71,,,2020-04-24
2020-04-25,Thuringia,66.13,,,2020-04-25
2020-04-26,Thuringia,81.51,,,2020-04-26
2020-04-27,Thuringia,77.9,,,2020-04-27
2020-04-28,Thuringia,75.98,,,2020-04-28
2020-04-29,Thuringia,79.49,,,2020-04-29
2020-04-30,Thuringia,79.51,,,2020-04-30
2020-05-01,Thuringia,74.9,,,2020-05-01
2020-05-02,Thuringia,72.09,,,2020-05-02
2020-05-03,Thuringia,88.28,,,2020-05-03
2020-05-04,Thuringia,82.07,,,2020-05-04
2020-05-05,Thuringia,85.09,,,2020-05-05
2020-05-06,Thuringia,85.94,,,2020-05-06
2020-05-07,Thuringia,93.34,,,2020-05-07
2020-05-08,Thuringia,93.33,,,2020-05-08
2020-05-09,Thuringia,82.95,,,2020-05-09
2020-05-10,Thuringia,92.25,,,2020-05-10
2020-05-11,Thuringia,,,,2020-05-11
2020-05-12,Thuringia,,,,2020-05-12
2020-05-13,Thuringia,94.66,,,2020-05-13
2020-05-14,Thuringia,96.05,,,2020-05-14
